"ID"	"Taxonomy"
"JN613526.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"KP858842.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__cyrtandrifolium"
"KM037579.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__platyphyllus"
"MN577899.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__ferruginea"
"KU321586.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Spiraea; s__chamaedryfolia"
"KM037650.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__wimmerianus"
"KM037566.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__grossus"
"KP858824.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__kraemeri"
"EU091612.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__prostrata"
"MN215979.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Aronia; s__arbutifolia"
"MN215982.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__cavaleriei"
"EU091604.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__longifolia"
"AY730111.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__tremula"
"MN905591.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Malacomeles; s__denticulata"
"KF137849.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__cuspidatum"
"MH317237.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Parietaria; s__cf."
"KM037335.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__foliosus"
"KP858875.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hechiense"
"EU091618.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__casearioides"
"EU091650.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__pleiadenia"
"AF362724.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__picticaulis"
"KM037587.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__tabanimontanus"
"AY730123.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__johannis"
"KC539575.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Ulmaceae; g__Zelkova; s__serrata"
"KC420492.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pellionia; s__scabra"
"KP858883.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__yachense"
"KC539598.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Ulmaceae; g__Ampelocera; s__hottlei"
"KM037207.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"EF197792.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__aff."
"KF241111.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__pseudocerasus"
"EU091613.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__semicordata"
"FN430819.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__caulescens"
"EF545665.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__sterrocarpa"
"MH135782.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Broussonetia; s__kurzii"
"KM037651.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__wimmerianus"
"KM037537.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__schleicheri"
"EF545667.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__cf."
"EU091595.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__stricta"
"FN430825.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__chinensis"
"AY345147.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__macroura"
"KF137910.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pipturus; s__kauaiensis"
"MN216017.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Photinia; s__sorbifolia"
"KM037188.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KP858903.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__yaoshanense"
"KF137942.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urtica; s__sp."
"KM037303.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__dollnensis"
"KP858806.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__heterolobum"
"KM037484.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__praecox"
"AY730121.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__erecta"
"KP858874.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__microcephalanthum"
"KM037314.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__elegantispinosus"
"MN215997.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Sorbus; s__commixta"
"KM037422.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__kuleszae"
"KM037228.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bollei"
"MN215976.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__spicata"
"KM037323.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__fasciculatus"
"HQ144171.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__alba"
"KF137928.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urera; s__baccifera"
"KF137810.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__macrophylla"
"EU003917.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__nivea"
"AY730064.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__altissima"
"KF137912.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Poikilospermum; s__lanceolatum"
"AY911560.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rhamnaceae; g__Serichonus; s__gracilipes"
"EU091675.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__tsiangii"
"MH135781.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Trophis; s__scandens"
"FN687763.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__rhamnoides"
"KM037619.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__vestitus"
"KF137926.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Soleirolia; s__soleirolii"
"KM037485.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__praecox"
"KM037204.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"FJ031056.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__complanata"
"EU091597.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__sumatrana"
"KF241127.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__pseudocerasus"
"KF137836.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__sp."
"AY730071.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__andicola"
"KF137884.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Neraudia; s__melastomifolia"
"KP858900.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__trilobulatum"
"FM164423.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rosa; s__canina"
"KM037420.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__kuleszae"
"KU321587.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Spiraea; s__dahurica"
"KM037492.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__perrobustus"
"KM037365.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KM037626.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__vestitus"
"KM037193.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KC420473.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"KM037589.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__tabanimontanus"
"FM164947.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rosa; s__rubiginosa"
"EU003920.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__clidemioides"
"DQ455636.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__bizanae"
"KF137820.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__tomentosa"
"KF137854.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__sp."
"AY730086.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__paraensis"
"MK442018.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prinsepia; s__scandens"
"LS973907.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Geum; s__urbanum"
"KF137874.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Lecanthus; s__petelotii"
"AY730113.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__glandifera"
"EU091592.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__paracamptophylla"
"AY730137.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__fistulosa"
"KM037362.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"EU091639.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__henryi"
"EU091640.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__stenophylla"
"LC507642.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urtica; s__thunbergiana"
"MH317235.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Parietaria; s__lusitanica"
"EU091563.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__adhatodifolia"
"AF362713.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__caesius"
"MN577896.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cotoneaster; s__submultiflorus"
"KM037505.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__aff."
"HG004835.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__cf."
"KC420463.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"MN577901.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__umbellata"
"KP858787.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Lecanthus; s__peduncularis"
"KM037219.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bohemiicola"
"KM037423.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__kuleszae"
"MK442013.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prinsepia; s__utilis"
"MN215998.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Sorbus; s__tianschanica"
"JQ627032.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rhamnaceae; g__Ziziphus; s__mauritiana"
"MN577914.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__henryi"
"KM037464.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pedemontanus"
"KM037630.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__vratnensis"
"KM037272.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__constrictus"
"FN430793.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__pimpinelloides"
"FJ606753.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__sp."
"EU091586.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__cucurbitina"
"KM037466.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pedemontanus"
"DQ455647.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__burtt-davyi"
"KM037499.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pruinosus"
"KM037361.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KM037186.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"FN430775.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__ancistrifolia"
"MG235741.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Alchemilla; s__sp."
"KM037402.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__cf."
"KP858865.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__suzukii"
"KM037682.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__odoratus"
"KC862377.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__lusitanica"
"LC507624.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__japonica"
"MN216002.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Phippsiomeles; s__mexicana"
"EU091605.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__sphenophylla"
"KF137799.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Archiboehmeria; s__atrata"
"JN613517.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"HQ144187.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__alba"
"KM037541.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__schleicheri"
"HG004840.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Elaeagnus; s__conferta"
"KF137941.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urtica; s__sp."
"MN216006.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Sorbus; s__chamaemespilus"
"AF362720.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__maximiformis"
"KC539591.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Ulmaceae; g__Phyllostylon; s__rhamnoides"
"KM037434.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__moschus"
"KP858819.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__edule"
"KU321584.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Spiraea; s__elegans"
"DQ455638.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__dryepondtiana"
"AY730090.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__saussureana"
"KF137881.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__lobata"
"KM037266.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__aff."
"KM037197.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__cf."
"KM037209.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"FM164950.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rosa; s__dumalis"
"FM164946.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rosa; s__rubiginosa"
"KM037426.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__kuleszae"
"JN613549.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"FN430826.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__biflora"
"AY730075.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__casapiensis"
"MN216014.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cydonia; s__oblonga"
"KF137870.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Laportea; s__bulbifera"
"KM037373.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__gracilis"
"KM037462.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pedemontanus"
"EU091581.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__calcicola"
"FN430815.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__reptans"
"KF137848.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__cyrtandrifolium"
"KM037377.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__gracilis"
"MN905585.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__interior"
"EF545655.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__hesperidiiformis"
"FN687766.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__salicifolia"
"AY345150.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__rotundiloba"
"EU747121.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__edulis"
"MN216011.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Pourthiaea; s__arguta"
"FN430801.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__hippiana"
"EU091614.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__beipeiensis"
"AY730138.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__lepicarpa"
"KC539578.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Ulmaceae; g__Ulmus; s__rubra"
"KF137908.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pipturus; s__arborescens"
"FN687773.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__rhamnoides"
"KU161129.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pellionia; s__repens"
"KM037638.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"AY730085.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__palmeri"
"KC420478.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"KM037599.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sanctus"
"MH317232.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Parietaria; s__judaica"
"AY345158.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__mongolica"
"KF137931.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urera; s__sp."
"LC507632.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__japonica"
"EF545668.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__cf."
"KC420486.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"KM037235.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__caesius"
"MN577916.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__obovata"
